147.26;-36.98;Falls Creek;http://www.fallscreek.com.au/;nil
145.88;-37.50;Lake Mountain;http://www.lakemountainresort.com.au/;nil
146.77;-36.73;Mount Buffalo;http://www.mtbuffaloresort.com.au/;nil
146.41;-37.13;Mount Buller;http://www.mtbuller.com.au;nil
147.13;-36.98;Mount Hotham;http://www.mthotham.com.au/;nil
146.50;-37.11;Mount Stirling;http://www.mtstirling.com.au/;nil
145.93;-37.36;Mount Torbreck;http://en.wikipedia.org/wiki/Mount_Torbreck;nil
146.26;-37.83;Mount Baw Baw;http://www.mountbawbaw.com.au/;nil
