148.40;-36.36;Blue Cow;http://www.perisherblue.com.au/winter/mountainresort/index.html;nil
148.36;-36.38;Guthega;http://www.perisherblue.com.au/winter/virtual/guth.html;nil
148.45;-35.88;Selwyn Snowfields;http://www.selwynsnow.com.au/;nil
148.49;-36.39;Smiggin Holes;http://perisherblue.reslogic.com/?dest=PB2S;nil
148.30;-36.50;Thredbo;http://www.thredbo.com.au/;nil
