7.541;47.262;Balmberd
7.443;46.761;Gurnigel
7.353;46.765;Riffenmatt
7.901;46.814;Bumbach Schangnau
7.367;46.731;Ottenleuebad
7.416;46.716;Schwefelberg-Bad
