13.71;47.81;Feuerkogel;http://www.feuerkogel.net/;http://www.skiinfo.fr/meteo-neige/enneigement/Feuerkogel-EATXFEUERKOG-100-fr.jhtml
14.75;47.89;Forsteralm;http://www.forsteralm.com/;http://www.skiinfo.fr/meteo-neige/enneigement/Forsteralm-EATXFORSTERA-100-fr.jhtml
14.16;47.68;Hinterstoder;;http://www.skiinfo.fr/meteo-neige/enneigement/Hinterstoder-Hoss-EATXHINTERST-100-fr.jhtml
13.94;48.66;Hochficht - Böhmerwald;http://www.hochficht.at/;http://www.skiinfo.fr/meteo-neige/enneigement/Hochficht-Bohmerwald-EATXHOCHFICH-100-fr.jhtml
14.00;47.83;Kasberg - Grunau;http://www.kasberg.at/;http://www.skiinfo.fr/meteo-neige/enneigement/Kasberg-Grunau-EATXKASBERGG-100-fr.jhtml
13.68;47.55;Krippenstein Obertraun;http://www.krippenstein.at/;http://www.skiinfo.fr/meteo-neige/enneigement/Krippenstein/Obertraun-EATXKRIPPENS-100-fr.jhtml
