12.57;46.42;Forni di Sopra;http://www.fornidisopra.it/;http://www.skiinfo.fr/meteo-neige/enneigement/Forni-di-Sopra-EITFORNIDIS-100-fr.jhtml
12.52;46.10;Piancavallo;http://www.piancavallo.net/;http://www.skiinfo.fr/meteo-neige/enneigement/Piancavallo-EITPIANCAVA-100-fr.jhtml
12.92;46.52;Ravascletto-Zoncolan;http://www.ravascletto.com/;http://www.skiinfo.fr/meteo-neige/enneigement/Ravascletto/Zoncolan-EITRAVASCLE-100-fr.jhtml
13.50;46.40;Sella Nevea;http://www.sellanevea.net/;http://www.skiinfo.fr/meteo-neige/enneigement/Sella-Nevea-EITSELLANEV-100-fr.jhtml
13.58;46.48;Tarvisio;nil;http://www.skiinfo.fr/meteo-neige/enneigement/Tarvisio-EITTARVISIO-100-fr.jhtml
